material_id,material,base_color,emissive,roughness,metallic,opacity,opacity_threshold,ior,specular,clearcoat,clearcoat_roughness,lod0_submesh_count,all_lod_submesh_count,lod0_triangles,meshes,base_color_binding,base_color_texture,base_color_channel,base_color_format,normal_binding,normal_texture,normal_channel,normal_format,roughness_binding,roughness_texture,roughness_channel,roughness_format,metallic_binding,metallic_texture,metallic_channel,metallic_format,opacity_binding,opacity_texture,opacity_channel,opacity_format,emissive_binding,emissive_texture,emissive_channel,emissive_format
166,MI_Pyramid_TableTop,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,690,Pyramid_v1a,580,Pyramid_TableTop_BaseColor.png,RGB,BC1_UNORM,581,Pyramid_TableTop_Normal.png,RGB,BC5_UNORM,582,Pyramid_TableTop_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
167,MI_Pyramid_Ceiling,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,384,Pyramid_v1a,583,Pyramid_Ceiling_BaseColor.png,RGB,BC1_UNORM,584,Pyramid_Ceiling_Normal.png,RGB,BC5_UNORM,585,Pyramid_Ceiling_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
168,MI_Pyramid_StairsStraight,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,1728,Pyramid_v1a,586,Pyramid_StairsStraight_BaseColor.png,RGB,BC1_UNORM,587,Pyramid_StairsStraight_Normal.png,RGB,BC5_UNORM,588,Pyramid_StairsStraight_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
169,MI_Pyramid_StairsCorner,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,2264,Pyramid_v1a,589,Pyramid_StairsCorner_BaseColor.png,RGB,BC1_UNORM,590,Pyramid_StairsCorner_Normal.png,RGB,BC5_UNORM,591,Pyramid_StairsCorner_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
170,MI_Pyramid_WallTop_L,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,44460,Pyramid_v1a,592,Pyramid_WallTopL_BaseColor.png,RGB,BC1_UNORM,593,Pyramid_WallTopL_Normal.png,RGB,BC5_UNORM,594,Pyramid_WallTopL_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
171,MI_Pyramid_WallTop_R,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,37620,Pyramid_v1a,595,Pyramid_WallTopR_BaseColor.png,RGB,BC1_UNORM,596,Pyramid_WallTopR_Normal.png,RGB,BC5_UNORM,597,Pyramid_WallTopR_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
172,MI_Pyramid_Corner,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,9576,Pyramid_v1a,598,Pyramid_Corner_BaseColor.png,RGB,BC1_UNORM,599,Pyramid_Corner_Normal.png,RGB,BC5_UNORM,600,Pyramid_Corner_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
173,MI_Pyramid_Column,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,50016,Pyramid_v1a,601,Pyramid_Column_BaseColor.png,RGB,BC1_UNORM,602,Pyramid_Column_Normal.png,RGB,BC5_UNORM,603,Pyramid_Column_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
174,MI_Pyramid_StairRail,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,6048,Pyramid_v1a,604,Pyramid_StairRail_BaseColor.png,RGB,BC1_UNORM,605,Pyramid_StairRail_Normal.png,RGB,BC5_UNORM,606,Pyramid_StairRail_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
175,MI_Pyramid_StairsBottom,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,2296,Pyramid_v1a,607,Pyramid_StairsBottom_BaseColor.png,RGB,BC1_UNORM,608,Pyramid_StairsBottom_Normal.png,RGB,BC5_UNORM,609,Pyramid_StairsBottom_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
176,MI_Pyramid_StairsTop,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,2080,Pyramid_v1a,610,Pyramid_StairsTop_BaseColor.png,RGB,BC1_UNORM,611,Pyramid_StairsTop_Normal.png,RGB,BC5_UNORM,612,Pyramid_StairsTop_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
177,MI_Pyramid_RailCorner,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,1304,Pyramid_v1a,613,Pyramid_RailCorner_BaseColor.png,RGB,BC1_UNORM,614,Pyramid_RailCorner_Normal.png,RGB,BC5_UNORM,615,Pyramid_RailCorner_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
178,MI_Pyramid_RailStraight,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,5088,Pyramid_v1a,616,Pyramid_RailStraight_BaseColor.png,RGB,BC1_UNORM,617,Pyramid_RailStraight_Normal.png,RGB,BC5_UNORM,618,Pyramid_RailStraight_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
179,MI_Pyramid_BottomWallCorner,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,38952,Pyramid_v1a,619,Pyramid_BottomWallCorner_BaseColor.png,RGB,BC1_UNORM,620,Pyramid_BottomWallCorner_Normal.png,RGB,BC5_UNORM,621,Pyramid_BottomWallCorner_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
180,MI_Pyramid_BottomWallSide,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,91008,Pyramid_v1a,622,Pyramid_BottomWallSide_BaseColor.png,RGB,BC1_UNORM,623,Pyramid_BottomWallSide_Normal.png,RGB,BC5_UNORM,624,Pyramid_BottomWallSide_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
181,MI_Pyramid_Topper,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,4940,Pyramid_v1a,625,Pyramid_Topper_BaseColor.png,RGB,BC1_UNORM,626,Pyramid_Topper_Normal.png,RGB,BC5_UNORM,627,Pyramid_Topper_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
182,MI_Pyramid_BottomFlat,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,2912,Pyramid_v1a,628,Pyramid_BottomFlat_BaseColor.png,RGB,BC1_UNORM,629,Pyramid_Topper_Normal.png,RGB,BC5_UNORM,630,Pyramid_BottomFlat_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
183,MI_Pyramid_Ground,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.4500000476837158,0.0,0.0,0.029999999329447746,1,4,78,Pyramid_v1a,631,Pyramid_Ground_BaseColor.png,RGB,BC1_UNORM,632,Pyramid_Ground_Normal.png,RGB,BC5_UNORM,633,Pyramid_Ground_Roughness.png,R,BC4_UNORM,,,,,,,,,,,,
184,MI_Banyan_Bark,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.5,0.0,0.0,0.029999999329447746,1,4,1586162,STT_BanyanForest_ROP_Reduced_001_Translucent,634,PX_Banyan_Pinus_Rigida_Bark_02_Albedo_Processed.png,RGB,BC1_UNORM,635,PX_Banyan_Pinus_Rigida_Bark_02_Normal_Processed.png,RGB,BC5_UNORM,636,PX_Banyan_Pinus_Rigida_Bark_02_Roughness_Processed.png,R,BC4_UNORM,,,,,,,,,,,,
185,MI_Banyan_Vines,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.0,1.5,0.0,0.0,0.029999999329447746,1,4,64890,STT_BanyanForest_ROP_Reduced_001_Translucent,637,PX_Banyan_Pinus_Rigida_Vines_02_Albedo_Processed.png,RGB,BC1_UNORM,638,PX_Banyan_Pinus_Rigida_Vines_02_Normal_Processed.png,RGB,BC5_UNORM,639,PX_Banyan_Pinus_Rigida_Vines_02_Roughness_Processed.png,R,BC4_UNORM,,,,,,,,,,,,
186,MI_Banyan_Leaves_TwoSided,"[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]",0.5,0.0,1.0,0.5,1.5,0.0,0.0,0.029999999329447746,1,4,3289725,STT_BanyanForest_ROP_Reduced_001_Translucent,640,PX_Prunus_x_yedoensis_Leaf_02_albedo.jpg,RGB,BC1_UNORM,641,PX_Prunus_x_yedoensis_Leaf_02_normal.jpg,RGB,BC5_UNORM,642,PX_Prunus_x_yedoensis_Leaf_02_roughness.jpg,R,BC4_UNORM,,,,,643,PX_Prunus_x_yedoensis_Leaf_02_opacity.jpg,R,BC4_UNORM,,,,
